post_id,locations,trip_template,location_count
0,"['丽池公园', '水晶宫', '玫瑰园', '阿尔卡拉门', '西贝莱斯广场', '太阳门广场', '马德里王宫', '普拉多博物馆', '索菲亚王后艺术中心', '马约尔广场', '圣米盖尔市场', '皇家歌剧院', '德波神庙', '西班牙广场', '塞万提斯雕像']",丽池公园|水晶宫|玫瑰园|阿尔卡拉门|西贝莱斯广场|太阳门广场|马德里王宫|普拉多博物馆|索菲亚王后艺术中心|马约尔广场|圣米盖尔市场|皇家歌剧院|德波神庙|西班牙广场|塞万提斯雕像,15
1,"['丽池公园', '太阳门广场', '普拉多博物馆', '索菲亚王后艺术中心', '马约尔广场', '大都会大厦', '提森博物馆', '托莱多', '阿穆德纳圣母主教座堂', '圣弗朗西斯科埃尔格兰德圣殿', '大都会']",丽池公园|太阳门广场|普拉多博物馆|索菲亚王后艺术中心|马约尔广场|大都会大厦|提森博物馆|托莱多|阿穆德纳圣母主教座堂|圣弗朗西斯科埃尔格兰德圣殿|大都会,11
2,"['丽池公园', '太阳门广场', '马德里王宫', '普拉多博物馆', '马约尔广场', '圣米盖尔市场', '西班牙广场', '格兰大道', 'Casa Botin', '托莱多', '熊和树莓雕塑']",丽池公园|太阳门广场|马德里王宫|普拉多博物馆|马约尔广场|圣米盖尔市场|西班牙广场|格兰大道|Casa Botin|托莱多|熊和树莓雕塑,11
3,"['丽池公园', '太阳门广场', '普拉多博物馆', '索菲亚王后艺术中心', '马约尔广场']",丽池公园|太阳门广场|普拉多博物馆|索菲亚王后艺术中心|马约尔广场,5
4,[],,0
5,"['丽池公园', '水晶宫', '太阳门广场', '马德里王宫', '普拉多博物馆', '马约尔广场', '德波神庙']",丽池公园|水晶宫|太阳门广场|马德里王宫|普拉多博物馆|马约尔广场|德波神庙,7
6,"['丽池公园', '水晶宫', '玫瑰园', '阿尔卡拉门', '西贝莱斯广场', '太阳门广场', '马德里王宫', '普拉多博物馆', '马约尔广场', '圣米盖尔市场', '皇家歌剧院', '西班牙广场', '格兰大道', '塞万提斯雕像']",丽池公园|水晶宫|玫瑰园|阿尔卡拉门|西贝莱斯广场|太阳门广场|马德里王宫|普拉多博物馆|马约尔广场|圣米盖尔市场|皇家歌剧院|西班牙广场|格兰大道|塞万提斯雕像,14
7,"['丽池公园', '索菲亚王后艺术中心']",丽池公园|索菲亚王后艺术中心,2
8,[],,0
9,"['丽池公园', '水晶宫', '阿尔卡拉门', '西贝莱斯广场', '太阳门广场', '马德里王宫', '普拉多博物馆', '马约尔广场', '圣米盖尔市场', '西班牙广场', '格兰大道', '塞万提斯雕像']",丽池公园|水晶宫|阿尔卡拉门|西贝莱斯广场|太阳门广场|马德里王宫|普拉多博物馆|马约尔广场|圣米盖尔市场|西班牙广场|格兰大道|塞万提斯雕像,12
10,"['丽池公园', '太阳门广场', '普拉多博物馆', '马约尔广场', '圣米盖尔市场', '德波神庙', '格兰大道', '阿穆德纳圣母主教座堂']",丽池公园|太阳门广场|普拉多博物馆|马约尔广场|圣米盖尔市场|德波神庙|格兰大道|阿穆德纳圣母主教座堂,8
11,"['丽池公园', '水晶宫', '马德里王宫', '普拉多博物馆', '马约尔广场', '格兰大道', '阿穆德纳圣母主教座堂']",丽池公园|水晶宫|马德里王宫|普拉多博物馆|马约尔广场|格兰大道|阿穆德纳圣母主教座堂,7
12,"['普拉多博物馆', '索菲亚王后艺术中心']",普拉多博物馆|索菲亚王后艺术中心,2
13,['托莱多'],托莱多,1
14,['丽池公园'],丽池公园,1
15,"['太阳门广场', '普拉多博物馆', '索菲亚王后艺术中心', '德波神庙', '提森博物馆']",太阳门广场|普拉多博物馆|索菲亚王后艺术中心|德波神庙|提森博物馆,5
16,"['丽池公园', '马德里王宫', '普拉多博物馆', '索菲亚王后艺术中心', '圣米盖尔市场', '德波神庙', '提森博物馆', '托莱多']",丽池公园|马德里王宫|普拉多博物馆|索菲亚王后艺术中心|圣米盖尔市场|德波神庙|提森博物馆|托莱多,8
17,"['丽池公园', '水晶宫', '马德里王宫', '圣米盖尔市场', '德波神庙', '西班牙广场']",丽池公园|水晶宫|马德里王宫|圣米盖尔市场|德波神庙|西班牙广场,6
18,"['丽池公园', '水晶宫', '阿尔卡拉门', '西贝莱斯广场', '太阳门广场', '马德里王宫', '普拉多博物馆', '索菲亚王后艺术中心', '马约尔广场', '圣米盖尔市场', '德波神庙', '西班牙广场', '提森博物馆', '格兰大道', '托莱多']",丽池公园|水晶宫|阿尔卡拉门|西贝莱斯广场|太阳门广场|马德里王宫|普拉多博物馆|索菲亚王后艺术中心|马约尔广场|圣米盖尔市场|德波神庙|西班牙广场|提森博物馆|格兰大道|托莱多,15
19,"['阿尔卡拉门', '西贝莱斯广场', '太阳门广场', '马约尔广场']",阿尔卡拉门|西贝莱斯广场|太阳门广场|马约尔广场,4
20,"['丽池公园', '水晶宫', '太阳门广场', '马德里王宫', '普拉多博物馆', '马约尔广场', '托莱多']",丽池公园|水晶宫|太阳门广场|马德里王宫|普拉多博物馆|马约尔广场|托莱多,7
21,[],,0
22,[],,0
23,"['丽池公园', '玫瑰园', '阿尔卡拉门', '西贝莱斯广场', '太阳门广场', '马德里王宫', '普拉多博物馆', '马约尔广场', '圣米盖尔市场', '德波神庙', '格兰大道', '托莱多']",丽池公园|玫瑰园|阿尔卡拉门|西贝莱斯广场|太阳门广场|马德里王宫|普拉多博物馆|马约尔广场|圣米盖尔市场|德波神庙|格兰大道|托莱多,12
24,"['丽池公园', '玫瑰园', '普拉多博物馆']",丽池公园|玫瑰园|普拉多博物馆,3
25,"['丽池公园', '阿尔卡拉门', '太阳门广场', '马德里王宫', '普拉多博物馆', '索菲亚王后艺术中心', '圣米盖尔市场', '德波神庙', '阿穆德纳圣母主教座堂']",丽池公园|阿尔卡拉门|太阳门广场|马德里王宫|普拉多博物馆|索菲亚王后艺术中心|圣米盖尔市场|德波神庙|阿穆德纳圣母主教座堂,9
26,['西班牙广场'],西班牙广场,1
27,[],,0
28,"['丽池公园', '水晶宫', '普拉多博物馆', '圣米盖尔市场']",丽池公园|水晶宫|普拉多博物馆|圣米盖尔市场,4
29,['西贝莱斯广场'],西贝莱斯广场,1
30,['索菲亚王后艺术中心'],索菲亚王后艺术中心,1
31,"['丽池公园', '水晶宫', '玫瑰园', '阿尔卡拉门', '太阳门广场', '普拉多博物馆', '索菲亚王后艺术中心', '马约尔广场', '皇家歌剧院', '提森博物馆', '格兰大道']",丽池公园|水晶宫|玫瑰园|阿尔卡拉门|太阳门广场|普拉多博物馆|索菲亚王后艺术中心|马约尔广场|皇家歌剧院|提森博物馆|格兰大道,11
32,[],,0
33,[],,0
34,[],,0
35,[],,0
36,"['丽池公园', '水晶宫', '西贝莱斯广场', '太阳门广场', '马德里王宫', '普拉多博物馆', '马约尔广场']",丽池公园|水晶宫|西贝莱斯广场|太阳门广场|马德里王宫|普拉多博物馆|马约尔广场,7
37,[],,0
38,"['西班牙广场', '托莱多', '塞万提斯雕像']",西班牙广场|托莱多|塞万提斯雕像,3
39,[],,0
40,"['丽池公园', '太阳门广场', '普拉多博物馆', '索菲亚王后艺术中心', '马约尔广场', '圣米盖尔市场', '德波神庙', '西班牙广场', '格兰大道', '塞万提斯雕像']",丽池公园|太阳门广场|普拉多博物馆|索菲亚王后艺术中心|马约尔广场|圣米盖尔市场|德波神庙|西班牙广场|格兰大道|塞万提斯雕像,10
41,"['丽池公园', '玫瑰园', '普拉多博物馆', '索菲亚王后艺术中心', '圣米盖尔市场', '提森博物馆', '格兰大道']",丽池公园|玫瑰园|普拉多博物馆|索菲亚王后艺术中心|圣米盖尔市场|提森博物馆|格兰大道,7
42,[],,0
43,"['丽池公园', '马德里王宫']",丽池公园|马德里王宫,2
44,[],,0
45,"['普拉多博物馆', '索菲亚王后艺术中心']",普拉多博物馆|索菲亚王后艺术中心,2
46,"['太阳门广场', '圣弗朗西斯科埃尔格兰德圣殿']",太阳门广场|圣弗朗西斯科埃尔格兰德圣殿,2
47,"['丽池公园', '水晶宫', '阿尔卡拉门', '马德里王宫', '普拉多博物馆', '马约尔广场', '圣米盖尔市场', '德波神庙', '西班牙广场', '格兰大道', '塞万提斯雕像']",丽池公园|水晶宫|阿尔卡拉门|马德里王宫|普拉多博物馆|马约尔广场|圣米盖尔市场|德波神庙|西班牙广场|格兰大道|塞万提斯雕像,11
48,"['丽池公园', '阿尔卡拉门', '西贝莱斯广场', '太阳门广场', '马德里王宫', '普拉多博物馆', '索菲亚王后艺术中心', '马约尔广场', '圣米盖尔市场', '阿穆德纳圣母主教座堂']",丽池公园|阿尔卡拉门|西贝莱斯广场|太阳门广场|马德里王宫|普拉多博物馆|索菲亚王后艺术中心|马约尔广场|圣米盖尔市场|阿穆德纳圣母主教座堂,10
49,"['丽池公园', '阿尔卡拉门', '西贝莱斯广场', '大都会大厦', '大都会']",丽池公园|阿尔卡拉门|西贝莱斯广场|大都会大厦|大都会,5
50,[],,0
51,[],,0
52,['托莱多'],托莱多,1
53,[],,0
54,"['丽池公园', '水晶宫', '阿尔卡拉门', '太阳门广场', '马德里王宫', '普拉多博物馆', '索菲亚王后艺术中心', '马约尔广场', '圣米盖尔市场', '德波神庙', '西班牙广场', '托莱多']",丽池公园|水晶宫|阿尔卡拉门|太阳门广场|马德里王宫|普拉多博物馆|索菲亚王后艺术中心|马约尔广场|圣米盖尔市场|德波神庙|西班牙广场|托莱多,12
55,"['丽池公园', '马德里王宫', '普拉多博物馆']",丽池公园|马德里王宫|普拉多博物馆,3
56,['马德里王宫'],马德里王宫,1
57,[],,0
58,"['太阳门广场', '马约尔广场', '格兰大道']",太阳门广场|马约尔广场|格兰大道,3
59,['托莱多'],托莱多,1
60,"['丽池公园', '水晶宫', '阿尔卡拉门', '马德里王宫', '普拉多博物馆', '索菲亚王后艺术中心', '提森博物馆', '托莱多']",丽池公园|水晶宫|阿尔卡拉门|马德里王宫|普拉多博物馆|索菲亚王后艺术中心|提森博物馆|托莱多,8
61,['托莱多'],托莱多,1
62,"['丽池公园', '普拉多博物馆', '索菲亚王后艺术中心']",丽池公园|普拉多博物馆|索菲亚王后艺术中心,3
63,"['丽池公园', '阿尔卡拉门', '西贝莱斯广场', '太阳门广场', '马德里王宫', '普拉多博物馆', '马约尔广场', '皇家歌剧院', '德波神庙', '西班牙广场', '大都会大厦', '大都会', '塞万提斯雕像']",丽池公园|阿尔卡拉门|西贝莱斯广场|太阳门广场|马德里王宫|普拉多博物馆|马约尔广场|皇家歌剧院|德波神庙|西班牙广场|大都会大厦|大都会|塞万提斯雕像,13
64,"['太阳门广场', '马约尔广场', '托莱多']",太阳门广场|马约尔广场|托莱多,3
65,[],,0
66,[],,0
67,[],,0
68,"['普拉多博物馆', '索菲亚王后艺术中心']",普拉多博物馆|索菲亚王后艺术中心,2
69,[],,0
70,[],,0
71,"['马德里王宫', '普拉多博物馆', '索菲亚王后艺术中心']",马德里王宫|普拉多博物馆|索菲亚王后艺术中心,3
72,"['马德里王宫', '西班牙广场', '格兰大道', '塞万提斯雕像']",马德里王宫|西班牙广场|格兰大道|塞万提斯雕像,4
73,"['丽池公园', '太阳门广场', '普拉多博物馆', '圣米盖尔市场', '德波神庙']",丽池公园|太阳门广场|普拉多博物馆|圣米盖尔市场|德波神庙,5
74,"['丽池公园', '马德里王宫', '普拉多博物馆', '马约尔广场', '圣米盖尔市场', '德波神庙', '西班牙广场']",丽池公园|马德里王宫|普拉多博物馆|马约尔广场|圣米盖尔市场|德波神庙|西班牙广场,7
75,[],,0
76,"['丽池公园', '水晶宫', '普拉多博物馆', '索菲亚王后艺术中心', '西班牙广场', '格兰大道']",丽池公园|水晶宫|普拉多博物馆|索菲亚王后艺术中心|西班牙广场|格兰大道,6
77,"['丽池公园', '水晶宫', '太阳门广场', '马德里王宫', '马约尔广场', '西班牙广场', '格兰大道']",丽池公园|水晶宫|太阳门广场|马德里王宫|马约尔广场|西班牙广场|格兰大道,7
78,"['丽池公园', '普拉多博物馆', '索菲亚王后艺术中心', '提森博物馆']",丽池公园|普拉多博物馆|索菲亚王后艺术中心|提森博物馆,4
79,"['丽池公园', '水晶宫', '太阳门广场', '马德里王宫', '托莱多']",丽池公园|水晶宫|太阳门广场|马德里王宫|托莱多,5
80,"['丽池公园', '太阳门广场', '普拉多博物馆', '索菲亚王后艺术中心', '马约尔广场']",丽池公园|太阳门广场|普拉多博物馆|索菲亚王后艺术中心|马约尔广场,5
81,['托莱多'],托莱多,1
82,[],,0
83,"['丽池公园', '太阳门广场', '普拉多博物馆', '马约尔广场', '圣米盖尔市场', '德波神庙', '阿穆德纳圣母主教座堂']",丽池公园|太阳门广场|普拉多博物馆|马约尔广场|圣米盖尔市场|德波神庙|阿穆德纳圣母主教座堂,7
84,"['丽池公园', '太阳门广场', '普拉多博物馆', '圣米盖尔市场']",丽池公园|太阳门广场|普拉多博物馆|圣米盖尔市场,4
85,[],,0
86,"['丽池公园', '普拉多博物馆', '西班牙广场', '塞万提斯雕像']",丽池公园|普拉多博物馆|西班牙广场|塞万提斯雕像,4
87,"['丽池公园', '太阳门广场', '普拉多博物馆', '索菲亚王后艺术中心', '马约尔广场', '德波神庙']",丽池公园|太阳门广场|普拉多博物馆|索菲亚王后艺术中心|马约尔广场|德波神庙,6
88,[],,0
89,[],,0
90,['丽池公园'],丽池公园,1
91,"['丽池公园', '马德里王宫', '普拉多博物馆', '索菲亚王后艺术中心', '圣米盖尔市场', '德波神庙', '阿穆德纳圣母主教座堂']",丽池公园|马德里王宫|普拉多博物馆|索菲亚王后艺术中心|圣米盖尔市场|德波神庙|阿穆德纳圣母主教座堂,7
92,"['水晶宫', '马德里王宫', '普拉多博物馆', '索菲亚王后艺术中心', '马约尔广场', '托莱多']",水晶宫|马德里王宫|普拉多博物馆|索菲亚王后艺术中心|马约尔广场|托莱多,6
93,[],,0
94,['普拉多博物馆'],普拉多博物馆,1
95,"['丽池公园', '西贝莱斯广场', '太阳门广场', '马德里王宫', '普拉多博物馆', '马约尔广场', '德波神庙', '格兰大道']",丽池公园|西贝莱斯广场|太阳门广场|马德里王宫|普拉多博物馆|马约尔广场|德波神庙|格兰大道,8
96,[],,0
97,"['丽池公园', '托莱多']",丽池公园|托莱多,2
98,['丽池公园'],丽池公园,1
99,[],,0
100,['西班牙广场'],西班牙广场,1
101,"['丽池公园', '马德里王宫', '西班牙广场']",丽池公园|马德里王宫|西班牙广场,3
102,[],,0
103,"['丽池公园', '西贝莱斯广场', '普拉多博物馆']",丽池公园|西贝莱斯广场|普拉多博物馆,3
104,"['丽池公园', '水晶宫', '太阳门广场', '马德里王宫', '普拉多博物馆', '索菲亚王后艺术中心', '马约尔广场', '德波神庙', '格兰大道']",丽池公园|水晶宫|太阳门广场|马德里王宫|普拉多博物馆|索菲亚王后艺术中心|马约尔广场|德波神庙|格兰大道,9
105,['马约尔广场'],马约尔广场,1
106,"['太阳门广场', '马德里王宫', '普拉多博物馆', '马约尔广场', '格兰大道', '阿穆德纳圣母主教座堂']",太阳门广场|马德里王宫|普拉多博物馆|马约尔广场|格兰大道|阿穆德纳圣母主教座堂,6
107,"['太阳门广场', '格兰大道']",太阳门广场|格兰大道,2
108,[],,0
109,"['西贝莱斯广场', '太阳门广场', '普拉多博物馆', '索菲亚王后艺术中心', '提森博物馆', '格兰大道']",西贝莱斯广场|太阳门广场|普拉多博物馆|索菲亚王后艺术中心|提森博物馆|格兰大道,6
110,['托莱多'],托莱多,1
111,"['大都会大厦', '大都会']",大都会大厦|大都会,2
112,[],,0
113,"['西贝莱斯广场', '太阳门广场', '马约尔广场']",西贝莱斯广场|太阳门广场|马约尔广场,3
114,[],,0
115,"['普拉多博物馆', '马约尔广场', '西班牙广场', '格兰大道', '托莱多']",普拉多博物馆|马约尔广场|西班牙广场|格兰大道|托莱多,5
116,[],,0
117,[],,0
118,"['丽池公园', '普拉多博物馆']",丽池公园|普拉多博物馆,2
119,['马约尔广场'],马约尔广场,1
120,['马德里王宫'],马德里王宫,1
121,"['丽池公园', '太阳门广场', '马德里王宫', '普拉多博物馆', '索菲亚王后艺术中心', '皇家歌剧院', '德波神庙']",丽池公园|太阳门广场|马德里王宫|普拉多博物馆|索菲亚王后艺术中心|皇家歌剧院|德波神庙,7
122,['普拉多博物馆'],普拉多博物馆,1
123,[],,0
124,['西贝莱斯广场'],西贝莱斯广场,1
125,[],,0
126,[],,0
127,"['丽池公园', '水晶宫', '太阳门广场', '普拉多博物馆', '马约尔广场', '圣米盖尔市场', '西班牙广场']",丽池公园|水晶宫|太阳门广场|普拉多博物馆|马约尔广场|圣米盖尔市场|西班牙广场,7
128,"['丽池公园', '普拉多博物馆', '索菲亚王后艺术中心', '皇家歌剧院']",丽池公园|普拉多博物馆|索菲亚王后艺术中心|皇家歌剧院,4
129,[],,0
130,[],,0
131,['太阳门广场'],太阳门广场,1
132,"['丽池公园', '太阳门广场', '索菲亚王后艺术中心', '马约尔广场', '圣米盖尔市场']",丽池公园|太阳门广场|索菲亚王后艺术中心|马约尔广场|圣米盖尔市场,5
133,[],,0
134,"['丽池公园', '普拉多博物馆', '索菲亚王后艺术中心', '德波神庙', '提森博物馆']",丽池公园|普拉多博物馆|索菲亚王后艺术中心|德波神庙|提森博物馆,5
135,"['丽池公园', '水晶宫', '太阳门广场', '普拉多博物馆', '托莱多']",丽池公园|水晶宫|太阳门广场|普拉多博物馆|托莱多,5
136,"['丽池公园', '马德里王宫', '普拉多博物馆', '索菲亚王后艺术中心']",丽池公园|马德里王宫|普拉多博物馆|索菲亚王后艺术中心,4
137,['圣米盖尔市场'],圣米盖尔市场,1
138,[],,0
139,['托莱多'],托莱多,1
140,"['丽池公园', '太阳门广场', '马德里王宫', '普拉多博物馆', '索菲亚王后艺术中心', '圣米盖尔市场', '德波神庙', '西班牙广场', '提森博物馆', '格兰大道', '托莱多']",丽池公园|太阳门广场|马德里王宫|普拉多博物馆|索菲亚王后艺术中心|圣米盖尔市场|德波神庙|西班牙广场|提森博物馆|格兰大道|托莱多,11
141,[],,0
142,[],,0
143,[],,0
144,['普拉多博物馆'],普拉多博物馆,1
145,[],,0
146,"['丽池公园', '普拉多博物馆']",丽池公园|普拉多博物馆,2
